restaurant_name,restaurant_logo,latitude,longitude,cuisine_tags,menu_items
Attibassi,https://images.deliveryhero.io/image/talabat/restaurants/logo_637434743718834489.jpg?width=180,25.0042806,55.1544424,"['Coffee', 'Breakfast', 'Sandwiches']","[{'item_name': 'Cheese Bagel', 'item_description': '', 'item_price': 13.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Bagels_637434710629704090.jpg?width=172&amp;height=172'}, {'item_name': 'Fruit Salad', 'item_description': '', 'item_price': 16.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Fresh_Fruit_Salad_637434710637661716.jpg?width=172&amp;height=172'}, {'item_name': 'Granola Pot With Berries', 'item_description': '', 'item_price': 21.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Granola_pot_with_Ber_637434710643816313.jpg?width=172&amp;height=172'}, {'item_name': 'Belgian Waffle', 'item_description': '', 'item_price': 20.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Belgian_Waffles_637434710650616610.jpg?width=172&amp;height=172'}, {'item_name': 'Large Cheese Croissant', 'item_description': '', 'item_price': 13.0, 'item_image': None}, {'item_name': 'Chicken Sausage Roll', 'item_description': '', 'item_price': 11.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Chicken_Sausage_roll_637434710656035972.jpg?width=172&amp;height=172'}, {'item_name': 'Croissant Beef And Tomato Cheese', 'item_description': '', 'item_price': 20.0, 'item_image': None}, {'item_name': 'Croissant Turkey And Cheese', 'item_description': '', 'item_price': 20.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435642891096788?width=172&amp;height=172'}, {'item_name': 'Jam Croissant', 'item_description': '', 'item_price': 14.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Jam_Croissant_637434710661791487.jpg?width=172&amp;height=172'}, {'item_name': 'Large Nutella Chocolate Croissant', 'item_description': '', 'item_price': 13.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Nutella_Croissant1_637434710668497913.jpg?width=172&amp;height=172'}, {'item_name': 'Large Plain Croissant', 'item_description': '', 'item_price': 10.0, 'item_image': None}, {'item_name': 'Muffin Banana Nut', 'item_description': '', 'item_price': 13.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Muffin_Banana_Nut_637434710673766470.jpg?width=172&amp;height=172'}, {'item_name': 'Muffin Blueberry Explosion', 'item_description': '', 'item_price': 13.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Muffin_Blueberry_exp_637434710683809631.jpg?width=172&amp;height=172'}, {'item_name': 'Chocolate Cookies', 'item_description': '', 'item_price': 10.0, 'item_image': None}, {'item_name': 'Vanilla Cookies', 'item_description': '', 'item_price': 10.0, 'item_image': None}, {'item_name': 'Brownies', 'item_description': '', 'item_price': 11.0, 'item_image': None}, {'item_name': 'English Muffin With Scrambled Eggs', 'item_description': '', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Lemon Tart With Meringue', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Sunny Side Up Eggs', 'item_description': 'With butter toasted bread and red beans. ', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435633697393399?width=172&amp;height=172'}, {'item_name': 'Eggs Omelette', 'item_description': 'With butter toasted bread and red beans. ', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435633214410221?width=172&amp;height=172'}, {'item_name': 'Vegetable Soup', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Tomato Soup', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Mushroom Soup', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Pumpkin Soup', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Lentil Soup', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Toasted Halloumi Cheese Sandwich', 'item_description': 'With fries and green salad. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Halloumi_Cheese_637434710694822371.jpg?width=172&amp;height=172'}, {'item_name': 'Toasted Roast Beef Sandwich', 'item_description': 'With fries and green salad. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Roast_Beef_637434710700537848.jpg?width=172&amp;height=172'}, {'item_name': 'Salmon And Cream Cheese Sandwich', 'item_description': 'With fries and green salad. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Salmon_and_Cream_Che_637434710706863909.jpg?width=172&amp;height=172'}, {'item_name': 'Tuna Mayonnaise Sandwich', 'item_description': 'With fries and green salad. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Tuna_Mayo_637434710713644004.jpg?width=172&amp;height=172'}, {'item_name': 'Turkey And Cheese Sandwich', 'item_description': 'With fries and green salad. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Turkey__Cheese_637434710719039677.jpg?width=172&amp;height=172'}, {'item_name': 'Penne Arrabiata Meal', 'item_description': 'Plate. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Penne_Arabbiata_637434710732182266.jpg?width=172&amp;height=172'}, {'item_name': 'Spaghetti Pomodoro Meal', 'item_description': 'Plate. ', 'item_price': 30.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Spaghetti_Pomodoro_637434710743232855.jpg?width=172&amp;height=172'}, {'item_name': 'Almond Truffle', 'item_description': '', 'item_price': 21.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Almond_Truffles_637434710748380392.jpg?width=172&amp;height=172'}, {'item_name': 'Dark Chocolate Protein Truffles', 'item_description': '', 'item_price': 21.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Dark_Chocolate_Truff_637434710768421557.jpg?width=172&amp;height=172'}, {'item_name': 'Peanut Butter Protein Truffle', 'item_description': '', 'item_price': 21.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Peanut_Butter_Truffl_637434710778852934.jpg?width=172&amp;height=172'}, {'item_name': 'Protein Truffle', 'item_description': '', 'item_price': 21.0, 'item_image': None}, {'item_name': 'Flake Chocolate', 'item_description': '', 'item_price': 4.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Flake_637434710785713067.jpg?width=172&amp;height=172'}, {'item_name': 'Marshmallow', 'item_description': '', 'item_price': 2.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Marshmallows_637434710791822433.jpg?width=172&amp;height=172'}, {'item_name': 'Nut Latte Ball', 'item_description': '6 pieces - 50 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Pecan Pie Energy Ball', 'item_description': '6 pieces - 50 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Chocolate Chia Seeds Bar', 'item_description': '120 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Salted Peanut Butter Quinoa Bar', 'item_description': '70 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Chocolate Tahini Oats Bar', 'item_description': '65 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Easy Protein Bar', 'item_description': '60 gm. ', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Chips 1', 'item_description': 'Quinoa, sundried tomato and roasted garlic. ', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Chips 2', 'item_description': 'Hummus sea salt. ', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Chips 3', 'item_description': 'Hummus chilli lemon. ', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Attibassi Aroma Capsule', 'item_description': '', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Capsule_Aroma_01_637434710807591614.jpg?width=172&amp;height=172'}, {'item_name': 'Attibassi Cremoso Capsule', 'item_description': '', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Capsule_Cremoso_02_637434710817596965.jpg?width=172&amp;height=172'}, {'item_name': 'Attibassi Decaffeinato Capsule', 'item_description': '', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Capsule_Deca_02_637434710823544821.jpg?width=172&amp;height=172'}, {'item_name': 'Attibassi Delicato', 'item_description': '', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Capsule_Delicato_02_637434710832856741.jpg?width=172&amp;height=172'}, {'item_name': 'Attibassi Espresso Bio Capsule', 'item_description': '', 'item_price': 25.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Capsule_Espresso_Bio_637434710838823327.jpg?width=172&amp;height=172'}, {'item_name': ""Cream D'oro"", 'item_description': '1 kg. ', 'item_price': 158.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435630807347350?width=172&amp;height=172'}, {'item_name': 'Iced Cappuccino', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Cappuccino_637434710860447987.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Coffee Latte', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Coffee_Latte_637434710866373666.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Coffee Mocha', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Coffee_Mocha_637434710872569603.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Caramel Macchiato', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Caramel_Macchia_637434710878235031.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Dolce Latte', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Dolce_Latte_637434710884641170.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Tea', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Infused_Iced_Tea_637434710890109389.jpg?width=172&amp;height=172'}, {'item_name': 'Iced Americano', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Americano_637434710896317269.jpg?width=172&amp;height=172'}, {'item_name': 'Hazelnut Bliss Latte', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Hazelnut_Bliss_Latte_637434710901826167.jpg?width=172&amp;height=172'}, {'item_name': 'Artisan Caramel', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Red Winter Frost', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Toffee Crunch', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Vanilla Beans', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Creme De Cacao', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Latte Mint Macchiato', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Latte_Mint___Macchia_637434710908425935.jpg?width=172&amp;height=172'}, {'item_name': 'Vanilla Italiano', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Iced_Vanilla_Italiano_637434710914191459.jpg?width=172&amp;height=172'}, {'item_name': 'Ferrero', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Ferrero_637434710918815886.jpg?width=172&amp;height=172'}, {'item_name': 'Mocha Chips', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Mocha_Chip_637434710925002416.jpg?width=172&amp;height=172'}, {'item_name': 'White Mocha Chips', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Matcha Frappe', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Matcha_Frappe_637434710931112734.jpg?width=172&amp;height=172'}, {'item_name': 'Spiced Chai Frappe', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Raspberry Love Smoothie', 'item_description': 'Large. ', 'item_price': 23.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435659840548357?width=172&amp;height=172'}, {'item_name': 'Strawberry Split Smoothie', 'item_description': 'Large. ', 'item_price': 23.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Strawberry_Split_637434710936838220.jpg?width=172&amp;height=172'}, {'item_name': 'Mango Paradise Smoothie', 'item_description': 'Large. ', 'item_price': 23.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Mango_Paradise_637434710942473620.jpg?width=172&amp;height=172'}, {'item_name': 'Green Machine Smoothie', 'item_description': 'Large. ', 'item_price': 23.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Green_Machine_637434710947727683.jpg?width=172&amp;height=172'}, {'item_name': 'Tropicolada Smoothie', 'item_description': 'Large. ', 'item_price': 23.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Tropicolada_637434710953212947.jpg?width=172&amp;height=172'}, {'item_name': 'Sprite', 'item_description': '', 'item_price': 7.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435655224857146?width=172&amp;height=172'}, {'item_name': 'Fanta Orange', 'item_description': '', 'item_price': 7.5, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/blob_637435654594035776?width=172&amp;height=172'}, {'item_name': 'Red Bull', 'item_description': '', 'item_price': 16.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Red_Bull_637434710959052729.jpg?width=172&amp;height=172'}, {'item_name': 'Orange Juice', 'item_description': '', 'item_price': 14.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Orange_Juice_Fresh_637434710970671744.jpg?width=172&amp;height=172'}, {'item_name': 'Mineral Water', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Sparkling Water', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Hot English Breakfast Tea', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Hot Earl Grey Tea', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Hot Green Tea', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Hot Chamomile Tea', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Hot Peppermint Tea', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Hot Spiced Chai Latte', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Hot Matcha Latte', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Hot Espresso', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Espresso_637434710978128890.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Espresso Macchiato', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Espresso_Macchiato_c_637434710983004956.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Espresso Con Panna', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Espresso_Con_Panna_637434710989371052.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Espresso Lungo', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Espresso_Lungo_637434710995439612.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Espresso Ristretto', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Espresso_Ristretto_637434711001415347.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Turkish Coffee', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Turkish_Coffee_637434711007160844.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Cappuccino', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Hot Mochaccino', 'item_description': '', 'item_price': 0.0, 'item_image': None}, {'item_name': 'Hot Cafe Latte', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Hot_Cafe_Latte_637434711019840956.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Flat White Coffee', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Flat_White_637434711025646515.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Caramel Macchiato', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Hot_Caramel_Macchiato_637434711031105519.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Dolce Latte', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Dolce_Latte_637434711036650832.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Chocolate', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Hot_Chocolate_637434711042603625.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Vanilla', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Hot_Vanilla_637434711048286923.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Americano', 'item_description': '', 'item_price': 0.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Americano_637434711057289330.jpg?width=172&amp;height=172'}, {'item_name': 'Hot Cafe Mocha', 'item_description': '', 'item_price': 0.0, 'item_image': None}]"
Ennab,https://images.deliveryhero.io/image/talabat/restaurants/Ennab_636106108507271559.jpg?width=180,24.478877,54.35951,"['Lebanese', 'Arabic', 'Breakfast']","[{'item_name': 'Fattoush', 'item_description': '', 'item_price': 14.0, 'item_image': None}, {'item_name': 'Taboole', 'item_description': '', 'item_price': 14.0, 'item_image': None}, {'item_name': 'Rocca', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Labneh', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Fried Vegetable', 'item_description': '', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Fried Halloumi', 'item_description': '', 'item_price': 17.0, 'item_image': None}, {'item_name': 'French Fries', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Kofta With Tahina', 'item_description': '', 'item_price': 30.0, 'item_image': None}, {'item_name': 'Kofta With Tomato', 'item_description': '', 'item_price': 30.0, 'item_image': None}, {'item_name': 'Lamb with Vegetables', 'item_description': '', 'item_price': 30.0, 'item_image': None}, {'item_name': 'Lamb With Potato ', 'item_description': '', 'item_price': 30.0, 'item_image': None}, {'item_name': 'Hummus', 'item_description': '', 'item_price': 14.0, 'item_image': None}, {'item_name': 'Hummus Beiruti', 'item_description': '', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Hummus with Meat & Pine Nuts', 'item_description': '', 'item_price': 19.0, 'item_image': None}, {'item_name': 'Foul', 'item_description': '', 'item_price': 14.0, 'item_image': None}, {'item_name': 'Foul with Vegetables', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Foul With Tahina Or Laban', 'item_description': '', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Fatteh Hummus (with Tahina Or Laban) ', 'item_description': '', 'item_price': 19.0, 'item_image': None}, {'item_name': 'Fatteh Laham', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Authentic Fatteh', 'item_description': '', 'item_price': 20.0, 'item_image': None}, {'item_name': 'Qudsiya', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Musahab', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Zaatar', 'item_description': '', 'item_price': 5.0, 'item_image': None}, {'item_name': 'Cheese With Zaatar', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Zaatar with Vegetable', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Labneh', 'item_description': '', 'item_price': 6.0, 'item_image': None}, {'item_name': 'Labneh With Falafel', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Labneh with Zaatar with Vegetables', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Kashkaval', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Akkawi', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Cheese With Red Chili', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Cheese With Sausage', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Turkey With Cheese', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Meat', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Meat With Cheese', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Spinach', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Mixed Mini Pastries 12 Pcs', 'item_description': '', 'item_price': 25.0, 'item_image': None}, {'item_name': 'Falafel Box ( 12 Pcs & Bread )', 'item_description': '', 'item_price': 7.0, 'item_image': None}, {'item_name': 'Stuffed Falafel (6 Pcs & Bread', 'item_description': '', 'item_price': 10.0, 'item_image': None}, {'item_name': 'Falafel', 'item_description': '', 'item_price': 5.0, 'item_image': None}, {'item_name': 'Falafel With Vegetable', 'item_description': '', 'item_price': 6.0, 'item_image': None}, {'item_name': 'Labneh', 'item_description': '', 'item_price': 6.0, 'item_image': None}, {'item_name': 'Halloumi', 'item_description': '', 'item_price': 6.0, 'item_image': None}, {'item_name': 'Egg', 'item_description': '', 'item_price': 5.0, 'item_image': None}, {'item_name': 'Egg With Cheese', 'item_description': '', 'item_price': 8.0, 'item_image': None}, {'item_name': 'Chicken Escalope', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Beef Potato', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Chicken Liver', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Fajita', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Philadelphia', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Sheesh Tawook', 'item_description': '', 'item_price': 9.0, 'item_image': None}, {'item_name': 'Boiled Egg', 'item_description': '', 'item_price': 6.0, 'item_image': None}, {'item_name': 'Egg', 'item_description': '', 'item_price': 15.0, 'item_image': None}, {'item_name': 'Egg With (Cheese Or Sausage Or Beef Or Tomato)', 'item_description': '', 'item_price': 18.0, 'item_image': None}, {'item_name': 'Tomato', 'item_description': '', 'item_price': 16.0, 'item_image': None}, {'item_name': 'Beef Tomato', 'item_description': '', 'item_price': 19.0, 'item_image': None}, {'item_name': 'Sausage with Mushroom', 'item_description': '', 'item_price': 18.0, 'item_image': None}, {'item_name': 'Chicken Liver', 'item_description': '', 'item_price': 20.0, 'item_image': None}, {'item_name': 'Beef With Onion And Mushroom', 'item_description': '', 'item_price': 18.0, 'item_image': None}, {'item_name': 'Potato With Egg', 'item_description': '', 'item_price': 17.0, 'item_image': None}, {'item_name': 'Potato With Beef', 'item_description': '', 'item_price': 20.0, 'item_image': None}, {'item_name': 'Fajita', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Philadelphia', 'item_description': '', 'item_price': 22.0, 'item_image': None}, {'item_name': 'Orange Juice', 'item_description': '', 'item_price': 14.0, 'item_image': None}, {'item_name': 'Lemon', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Lemon With Mint', 'item_description': '', 'item_price': 13.0, 'item_image': None}, {'item_name': 'Apple', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Carrot', 'item_description': '', 'item_price': 12.0, 'item_image': None}, {'item_name': 'Pepsi', 'item_description': '', 'item_price': 3.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/pepsi-Can_636439136126173011.jpg?width=172&amp;height=172'}, {'item_name': 'Pepsi Diet', 'item_description': '', 'item_price': 3.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/diet_pepsi-Can_636439136126723539.jpg?width=172&amp;height=172'}, {'item_name': '7 Up', 'item_description': '', 'item_price': 3.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/7up-Can_636439136127093899.jpg?width=172&amp;height=172'}, {'item_name': '7 Up Diet', 'item_description': '', 'item_price': 3.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/seven-up-light-can-3_636439136127454240.jpg?width=172&amp;height=172'}, {'item_name': 'Mirinda', 'item_description': '', 'item_price': 3.0, 'item_image': 'https://images.deliveryhero.io/image/talabat/Menuitems/Mirinda-Can_636439136127827318.jpg?width=172&amp;height=172'}, {'item_name': 'Shani', 'item_description': '', 'item_price': 3.0, 'item_image': None}]"
